time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-07 00:00:00+00:00,3,2,6,4
2025-05-08 00:00:00+00:00,4,2,27,9
2025-05-09 00:00:00+00:00,6,4,4,3
2025-05-10 00:00:00+00:00,12,5,6,4
2025-05-11 00:00:00+00:00,5,2,6,5
2025-05-12 00:00:00+00:00,1,1,2,2
2025-05-13 00:00:00+00:00,1,1,10,8
2025-05-14 00:00:00+00:00,4,2,1,1
2025-05-15 00:00:00+00:00,2,2,1,1
2025-05-16 00:00:00+00:00,4,3,4,4
2025-05-17 00:00:00+00:00,1,1,6,3
2025-05-18 00:00:00+00:00,5,3,5,2
2025-05-19 00:00:00+00:00,5,3,9,6
2025-05-20 00:00:00+00:00,5,2,1,1
