url_path,views_total,views_unique
/richibrics/IoTuring,40,22
/richibrics/IoTuring/issues,8,7
/richibrics/IoTuring/blob/main/docs/images/device_info.png,7,3
/richibrics/IoTuring/tree/main/docs,6,2
/richibrics/IoTuring/blob/main/docs/Autostart tips.md,6,1
/richibrics/IoTuring/releases,4,3
/richibrics/IoTuring/blob/main/docs/images/linux.png,2,1
/richibrics/IoTuring/tree/main/IoTuring/Entity,2,1
/richibrics/IoTuring/blob/main/docs/DEVELOPMENT.md,1,1
/richibrics/IoTuring/blob/main/docs/IoTuring-restart.service,1,1
