time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-30 00:00:00+00:00,11,7,14,4
2026-03-31 00:00:00+00:00,12,7,2,1
2026-04-01 00:00:00+00:00,15,7,8,1
2026-04-02 00:00:00+00:00,8,4,5,3
2026-04-03 00:00:00+00:00,9,5,17,6
2026-04-04 00:00:00+00:00,12,8,9,1
2026-04-05 00:00:00+00:00,14,9,3,2
2026-04-06 00:00:00+00:00,15,10,3,2
2026-04-07 00:00:00+00:00,3,3,2,2
2026-04-08 00:00:00+00:00,35,9,0,0
2026-04-09 00:00:00+00:00,3,3,1,1
2026-04-10 00:00:00+00:00,25,8,2,2
2026-04-11 00:00:00+00:00,24,11,1,1
2026-04-12 00:00:00+00:00,28,11,9,5
