time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-30 00:00:00+00:00,6,5,75,5
2025-10-31 00:00:00+00:00,4,4,2,2
2025-11-01 00:00:00+00:00,3,3,2,2
2025-11-02 00:00:00+00:00,3,3,1,1
2025-11-03 00:00:00+00:00,16,6,6,2
2025-11-04 00:00:00+00:00,5,3,5,4
2025-11-05 00:00:00+00:00,10,6,5,2
2025-11-06 00:00:00+00:00,18,14,13,3
2025-11-07 00:00:00+00:00,15,7,21,7
2025-11-08 00:00:00+00:00,17,6,26,1
2025-11-09 00:00:00+00:00,17,6,38,3
2025-11-10 00:00:00+00:00,15,8,13,4
2025-11-11 00:00:00+00:00,7,6,6,5
2025-11-12 00:00:00+00:00,16,5,16,6
