time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-06 00:00:00+00:00,15,10,3,2
2026-04-07 00:00:00+00:00,3,3,2,2
2026-04-08 00:00:00+00:00,35,9,0,0
2026-04-09 00:00:00+00:00,3,3,1,1
2026-04-10 00:00:00+00:00,25,8,2,2
2026-04-11 00:00:00+00:00,24,11,1,1
2026-04-12 00:00:00+00:00,28,11,9,5
2026-04-13 00:00:00+00:00,13,7,1,1
2026-04-14 00:00:00+00:00,25,8,4,2
2026-04-15 00:00:00+00:00,10,5,3,3
2026-04-16 00:00:00+00:00,31,13,21,4
2026-04-17 00:00:00+00:00,28,10,1,1
2026-04-18 00:00:00+00:00,20,10,2,2
2026-04-19 00:00:00+00:00,20,9,1,1
