time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-13 00:00:00+00:00,3,3,3.0,2.0
2025-04-14 00:00:00+00:00,6,3,8.0,4.0
2025-04-15 00:00:00+00:00,2,2,3.0,3.0
2025-04-16 00:00:00+00:00,1,1,9.0,7.0
2025-04-17 00:00:00+00:00,5,2,5.0,5.0
2025-04-18 00:00:00+00:00,7,3,3.0,3.0
2025-04-19 00:00:00+00:00,7,3,5.0,5.0
2025-04-20 00:00:00+00:00,5,2,4.0,3.0
2025-04-21 00:00:00+00:00,5,2,17.0,4.0
2025-04-22 00:00:00+00:00,5,2,6.0,4.0
2025-04-23 00:00:00+00:00,5,2,21.0,2.0
2025-04-24 00:00:00+00:00,6,3,14.0,3.0
2025-04-25 00:00:00+00:00,13,3,,
