time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-12 00:00:00+00:00,3,3,27.0,4.0
2023-01-13 00:00:00+00:00,1,1,2.0,2.0
2023-01-14 00:00:00+00:00,1,1,6.0,4.0
2023-01-15 00:00:00+00:00,2,2,9.0,4.0
2023-01-16 00:00:00+00:00,3,3,,
2023-01-17 00:00:00+00:00,1,1,3.0,1.0
2023-01-18 00:00:00+00:00,1,1,7.0,4.0
2023-01-19 00:00:00+00:00,2,2,27.0,3.0
2023-01-20 00:00:00+00:00,3,3,10.0,3.0
2023-01-21 00:00:00+00:00,1,1,3.0,2.0
2023-01-22 00:00:00+00:00,2,2,7.0,3.0
2023-01-23 00:00:00+00:00,2,2,16.0,3.0
2023-01-24 00:00:00+00:00,281,4,124.0,4.0
2023-01-25 00:00:00+00:00,23,3,119.0,5.0
