url_path,views_total,views_unique
/richibrics/IoTuring,78,17
/richibrics/IoTuring/blob/main/docs/Autostart tips.md,17,1
/richibrics/IoTuring/tree/main/docs,5,1
/richibrics/IoTuring/issues,4,3
/richibrics/IoTuring/releases,4,3
/richibrics/IoTuring/blob/main/docs/images/device_info.png,3,1
/richibrics/IoTuring/tree/main/tests,2,2
/richibrics/IoTuring/blob/main/docs/images/linux.png,2,1
/richibrics/IoTuring/blob/main/docs/IoTuring-restart.service,1,1
/richibrics/IoTuring/blob/main/docs/IoTuring.service,1,1
