time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-09 00:00:00+00:00,1.0,1.0,1,1
2023-11-10 00:00:00+00:00,1.0,1.0,4,4
2023-11-11 00:00:00+00:00,1.0,1.0,3,3
2023-11-12 00:00:00+00:00,2.0,2.0,19,9
2023-11-13 00:00:00+00:00,2.0,2.0,2,2
2023-11-14 00:00:00+00:00,1.0,1.0,3,2
2023-11-15 00:00:00+00:00,1.0,1.0,1,1
2023-11-16 00:00:00+00:00,1.0,1.0,1,1
2023-11-17 00:00:00+00:00,1.0,1.0,1,1
2023-11-18 00:00:00+00:00,1.0,1.0,4,4
2023-11-19 00:00:00+00:00,1.0,1.0,10,6
2023-11-20 00:00:00+00:00,2.0,2.0,12,4
2023-11-21 00:00:00+00:00,2.0,2.0,7,2
2023-11-22 00:00:00+00:00,,,1,1
