url_path,views_total,views_unique
/richibrics/IoTuring,57,35
/richibrics/IoTuring/issues,15,4
/richibrics/IoTuring/blob/main/README.md,10,1
/richibrics/IoTuring/commits,8,1
/richibrics/IoTuring/blob/main/IoTuring/Entity/Deployments/Uptime/Uptime.py,6,1
/richibrics/IoTuring/issues/92,6,1
/richibrics/IoTuring/tree/main/IoTuring/Entity/Deployments,6,1
/richibrics/IoTuring/issues/97,5,3
/richibrics/IoTuring/blob/main/IoTuring/Configurator/Configurator.py,4,1
/richibrics/IoTuring/pull/90,4,1
