url_path,views_total,views_unique
/richibrics/IoTuring,41,21
/richibrics/IoTuring/blob/main/docs/Autostart tips.md,8,1
/richibrics/IoTuring/issues,7,6
/richibrics/IoTuring/blob/main/docs/images/device_info.png,7,3
/richibrics/IoTuring/tree/main/docs,6,2
/richibrics/IoTuring/releases,4,3
/richibrics/IoTuring/blob/main/docs/images/linux.png,2,1
/richibrics/IoTuring/tree/main/IoTuring/Entity,2,1
/richibrics/IoTuring/blob/main/docs/DEVELOPMENT.md,1,1
/richibrics/IoTuring/blob/main/docs/IoTuring-restart.service,1,1
